C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1071;dataset/DogsIT/1071;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1072;dataset/DogsIT/1072;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1073;dataset/DogsIT/1073;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1074;dataset/DogsIT/1074;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1075;dataset/DogsIT/1075;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1076;dataset/DogsIT/1076;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1077;dataset/DogsIT/1077;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1078;dataset/DogsIT/1078;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1079;dataset/DogsIT/1079;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1080;dataset/DogsIT/1080;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1081;dataset/DogsIT/1081;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1082;dataset/DogsIT/1082;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1083;dataset/DogsIT/1083;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1084;dataset/DogsIT/1084;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1085;dataset/DogsIT/1085;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1086;dataset/DogsIT/1086;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1087;dataset/DogsIT/1087;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1088;dataset/DogsIT/1088;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1089;dataset/DogsIT/1089;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1090;dataset/DogsIT/1090;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1091;dataset/DogsIT/1091;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1092;dataset/DogsIT/1092;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1093;dataset/DogsIT/1093;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1094;dataset/DogsIT/1094;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1095;dataset/DogsIT/1095;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1096;dataset/DogsIT/1096;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1097;dataset/DogsIT/1097;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1098;dataset/DogsIT/1098;dog
C:/Users/79093/Desktop/Application progra/parser/dataset/DogsIT/1099;dataset/DogsIT/1099;dog
Absolute path;Relative path;Class
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/0;dataset/CatIT/0;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/1;dataset/CatIT/1;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/2;dataset/CatIT/2;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/3;dataset/CatIT/3;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/4;dataset/CatIT/4;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/5;dataset/CatIT/5;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/6;dataset/CatIT/6;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/7;dataset/CatIT/7;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/8;dataset/CatIT/8;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/9;dataset/CatIT/9;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/10;dataset/CatIT/10;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/11;dataset/CatIT/11;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/12;dataset/CatIT/12;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/13;dataset/CatIT/13;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/14;dataset/CatIT/14;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/15;dataset/CatIT/15;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/16;dataset/CatIT/16;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/17;dataset/CatIT/17;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/18;dataset/CatIT/18;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/19;dataset/CatIT/19;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/20;dataset/CatIT/20;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/21;dataset/CatIT/21;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/22;dataset/CatIT/22;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/23;dataset/CatIT/23;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/24;dataset/CatIT/24;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/25;dataset/CatIT/25;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/26;dataset/CatIT/26;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/27;dataset/CatIT/27;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/28;dataset/CatIT/28;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/29;dataset/CatIT/29;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/30;dataset/CatIT/30;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/31;dataset/CatIT/31;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/32;dataset/CatIT/32;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/33;dataset/CatIT/33;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/34;dataset/CatIT/34;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/35;dataset/CatIT/35;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/36;dataset/CatIT/36;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/37;dataset/CatIT/37;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/38;dataset/CatIT/38;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/39;dataset/CatIT/39;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/40;dataset/CatIT/40;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/41;dataset/CatIT/41;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/42;dataset/CatIT/42;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/43;dataset/CatIT/43;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/44;dataset/CatIT/44;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/45;dataset/CatIT/45;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/46;dataset/CatIT/46;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/47;dataset/CatIT/47;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/48;dataset/CatIT/48;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/49;dataset/CatIT/49;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/50;dataset/CatIT/50;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/51;dataset/CatIT/51;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/52;dataset/CatIT/52;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/53;dataset/CatIT/53;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/54;dataset/CatIT/54;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/55;dataset/CatIT/55;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/56;dataset/CatIT/56;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/57;dataset/CatIT/57;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/58;dataset/CatIT/58;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/59;dataset/CatIT/59;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/60;dataset/CatIT/60;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/61;dataset/CatIT/61;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/62;dataset/CatIT/62;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/63;dataset/CatIT/63;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/64;dataset/CatIT/64;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/65;dataset/CatIT/65;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/66;dataset/CatIT/66;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/67;dataset/CatIT/67;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/68;dataset/CatIT/68;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/69;dataset/CatIT/69;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/70;dataset/CatIT/70;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/71;dataset/CatIT/71;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/72;dataset/CatIT/72;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/73;dataset/CatIT/73;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/74;dataset/CatIT/74;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/75;dataset/CatIT/75;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/76;dataset/CatIT/76;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/77;dataset/CatIT/77;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/78;dataset/CatIT/78;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/79;dataset/CatIT/79;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/80;dataset/CatIT/80;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/81;dataset/CatIT/81;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/82;dataset/CatIT/82;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/83;dataset/CatIT/83;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/84;dataset/CatIT/84;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/85;dataset/CatIT/85;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/86;dataset/CatIT/86;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/87;dataset/CatIT/87;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/88;dataset/CatIT/88;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/89;dataset/CatIT/89;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/90;dataset/CatIT/90;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/91;dataset/CatIT/91;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/92;dataset/CatIT/92;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/93;dataset/CatIT/93;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/94;dataset/CatIT/94;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/95;dataset/CatIT/95;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/96;dataset/CatIT/96;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/97;dataset/CatIT/97;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/98;dataset/CatIT/98;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/99;dataset/CatIT/99;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/100;dataset/CatIT/100;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/101;dataset/CatIT/101;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/102;dataset/CatIT/102;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/103;dataset/CatIT/103;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/104;dataset/CatIT/104;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/105;dataset/CatIT/105;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/106;dataset/CatIT/106;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/107;dataset/CatIT/107;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/108;dataset/CatIT/108;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/109;dataset/CatIT/109;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/110;dataset/CatIT/110;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/111;dataset/CatIT/111;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/112;dataset/CatIT/112;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/113;dataset/CatIT/113;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/114;dataset/CatIT/114;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/115;dataset/CatIT/115;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/116;dataset/CatIT/116;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/117;dataset/CatIT/117;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/118;dataset/CatIT/118;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/119;dataset/CatIT/119;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/120;dataset/CatIT/120;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/121;dataset/CatIT/121;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/122;dataset/CatIT/122;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/123;dataset/CatIT/123;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/124;dataset/CatIT/124;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/125;dataset/CatIT/125;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/126;dataset/CatIT/126;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/127;dataset/CatIT/127;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/128;dataset/CatIT/128;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/129;dataset/CatIT/129;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/130;dataset/CatIT/130;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/131;dataset/CatIT/131;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/132;dataset/CatIT/132;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/133;dataset/CatIT/133;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/134;dataset/CatIT/134;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/135;dataset/CatIT/135;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/136;dataset/CatIT/136;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/137;dataset/CatIT/137;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/138;dataset/CatIT/138;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/139;dataset/CatIT/139;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/140;dataset/CatIT/140;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/141;dataset/CatIT/141;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/142;dataset/CatIT/142;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/143;dataset/CatIT/143;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/144;dataset/CatIT/144;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/145;dataset/CatIT/145;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/146;dataset/CatIT/146;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/147;dataset/CatIT/147;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/148;dataset/CatIT/148;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/149;dataset/CatIT/149;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/150;dataset/CatIT/150;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/151;dataset/CatIT/151;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/152;dataset/CatIT/152;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/153;dataset/CatIT/153;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/154;dataset/CatIT/154;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/155;dataset/CatIT/155;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/156;dataset/CatIT/156;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/157;dataset/CatIT/157;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/158;dataset/CatIT/158;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/159;dataset/CatIT/159;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/160;dataset/CatIT/160;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/161;dataset/CatIT/161;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/162;dataset/CatIT/162;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/163;dataset/CatIT/163;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/164;dataset/CatIT/164;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/165;dataset/CatIT/165;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/166;dataset/CatIT/166;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/167;dataset/CatIT/167;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/168;dataset/CatIT/168;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/169;dataset/CatIT/169;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/170;dataset/CatIT/170;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/171;dataset/CatIT/171;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/172;dataset/CatIT/172;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/173;dataset/CatIT/173;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/174;dataset/CatIT/174;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/175;dataset/CatIT/175;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/176;dataset/CatIT/176;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/177;dataset/CatIT/177;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/178;dataset/CatIT/178;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/179;dataset/CatIT/179;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/180;dataset/CatIT/180;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/181;dataset/CatIT/181;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/182;dataset/CatIT/182;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/183;dataset/CatIT/183;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/184;dataset/CatIT/184;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/185;dataset/CatIT/185;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/186;dataset/CatIT/186;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/187;dataset/CatIT/187;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/188;dataset/CatIT/188;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/189;dataset/CatIT/189;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/190;dataset/CatIT/190;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/191;dataset/CatIT/191;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/192;dataset/CatIT/192;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/193;dataset/CatIT/193;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/194;dataset/CatIT/194;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/195;dataset/CatIT/195;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/196;dataset/CatIT/196;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/197;dataset/CatIT/197;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/198;dataset/CatIT/198;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/199;dataset/CatIT/199;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/200;dataset/CatIT/200;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/201;dataset/CatIT/201;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/202;dataset/CatIT/202;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/203;dataset/CatIT/203;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/204;dataset/CatIT/204;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/205;dataset/CatIT/205;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/206;dataset/CatIT/206;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/207;dataset/CatIT/207;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/208;dataset/CatIT/208;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/209;dataset/CatIT/209;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/210;dataset/CatIT/210;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/211;dataset/CatIT/211;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/212;dataset/CatIT/212;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/213;dataset/CatIT/213;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/214;dataset/CatIT/214;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/215;dataset/CatIT/215;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/216;dataset/CatIT/216;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/217;dataset/CatIT/217;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/218;dataset/CatIT/218;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/219;dataset/CatIT/219;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/220;dataset/CatIT/220;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/221;dataset/CatIT/221;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/222;dataset/CatIT/222;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/223;dataset/CatIT/223;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/224;dataset/CatIT/224;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/225;dataset/CatIT/225;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/226;dataset/CatIT/226;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/227;dataset/CatIT/227;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/228;dataset/CatIT/228;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/229;dataset/CatIT/229;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/230;dataset/CatIT/230;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/231;dataset/CatIT/231;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/232;dataset/CatIT/232;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/233;dataset/CatIT/233;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/234;dataset/CatIT/234;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/235;dataset/CatIT/235;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/236;dataset/CatIT/236;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/237;dataset/CatIT/237;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/238;dataset/CatIT/238;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/239;dataset/CatIT/239;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/240;dataset/CatIT/240;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/241;dataset/CatIT/241;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/242;dataset/CatIT/242;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/243;dataset/CatIT/243;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/244;dataset/CatIT/244;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/245;dataset/CatIT/245;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/246;dataset/CatIT/246;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/247;dataset/CatIT/247;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/248;dataset/CatIT/248;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/249;dataset/CatIT/249;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/250;dataset/CatIT/250;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/251;dataset/CatIT/251;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/252;dataset/CatIT/252;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/253;dataset/CatIT/253;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/254;dataset/CatIT/254;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/255;dataset/CatIT/255;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/256;dataset/CatIT/256;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/257;dataset/CatIT/257;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/258;dataset/CatIT/258;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/259;dataset/CatIT/259;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/260;dataset/CatIT/260;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/261;dataset/CatIT/261;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/262;dataset/CatIT/262;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/263;dataset/CatIT/263;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/264;dataset/CatIT/264;cat
C:/Users/79093/Desktop/Application progra/parser/dataset/CatIT/265;dataset/CatIT/265;cat
